,TTDDRUGID,LNM,Indication,ICD9,ICD10
6367,DIB004280,erythromycin/sulfisoxazole,Gram-negative bacterial infection,"001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
6368,DIB004281,ln-020,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
6369,DIB004282,pnu-109291,Migraine,346,G43
6370,DIB004284,grnic-1,Insulin dependent diabetes,.,E10
6371,DIB004285,wy-50295-tromethamine,Asthma,493,J45
6372,DIB004287,rsd-921,Anesthesia,338,R52
6373,DIB004288,carabersat,Epileptic seizure,.,"G40,R56"
6374,DIB004289,mc-2001,Leukemia,208.9,C91-C95
6375,DIB004290,activated adult marrow stromal cells,Immune disorder,.,D80-D89
6376,DIB004291,phosphonate,Leukemia,208.9,C91-C95
6377,DIB004292,glpg-0492,Cachexia,799.4,R64
6378,DIB004293,"acne therapy, transdermal/ tpm",Acne vulgaris,706.1,L70.0
6379,DIB004294,gevotroline,Psychotic disorders,290-299,F20-F29
6380,DIB004295,tpi-1020,Chronic obstructive pulmonary disease,"490-492, 494-496","J40-J44, J47"
6381,DIB004297,4-ipp,Cancer,140-229,C00-C96
6382,DIB004298,vsf-173,Sleep disorders,"307.4, 327, 780.5","F51, G47"
6383,DIB004299,mrx34,Liver cancer,"140-229, 155, 203.0","C00-C96, C22.0, C90.0"
6384,DIB004300,epi-3905,Gastrointestinal disease,.,K00-K93
6385,DIB004301,nn-8226,Psoriasis,696,L40
6386,DIB004302,gsk-958108,Premature ejaculation,302.75,F52.4
6387,DIB004304,mab 224g11,Cancer,140-229,C00-C96
6388,DIB004307,grass allergy vaccine,Allergic rhinitis,"472.0, 477, 995.3","J00, J30, J31.0, T78.4"
6389,DIB004308,bli-1100,Acne vulgaris,706.1,L70.0
6390,DIB004309,anti-gp88 mabs,Cancer,140-229,C00-C96
6391,DIB004310,ach-2881,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
6392,DIB004312,gsk-1842799c,Cardiovascular disease,"325, 390-459, 401, 428, 430-459","G45-G46, I00-I99, I10, I11, I12, I13, I15, I50, I60-I95"
6393,DIB004313,kbab-401,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
6394,DIB004314,botulinum toxin,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
6395,DIB004315,ph-284,Cachexia,799.4,R64
6396,DIB004318,vch-286,HIV infections,"001-139, 042","A00-B99, B20"
6397,DIB004319,cordil,Heart arrhythmia,.,I47-I49
6398,DIB004320,milacainide tartrate,Cardiac arrhythmias,427,I47-I49
6399,DIB004322,ap-1101,Cognitive disorders,"290-294, 294.0, 780.09, 780.9, 780.93","F01-F07, F04, F05, R41.3"
6400,DIB004323,avp-26452,Hyperlipidemia,272.0-272.4,E78
6401,DIB004324,as-1387392,Immune disorder,.,D80-D89
6402,DIB004325,influenza a virus h3n2 vaccine,Influenza A virus H3N2 infections,.,J11.1
6403,DIB004327,aposense probe-cytotoxic agent conjugates,Cancer,140-229,C00-C96
6404,DIB004328,mist-b03,Inflammatory diseases,"140-229, 147, 173, 573.3, 710-719","C00-C96, C11, C44, K75.9, M00-M25"
6405,DIB004329,coprexa,Neurological disease,"338, 338.2, 410, 782.3,780","I21, I22, R52, R52.1-R52.2, R60.9, G89"
6406,DIB004331,zp-013,Chronic obstructive pulmonary disease,"490-492, 494-496","J40-J44, J47"
6407,DIB004332,dengue fever vaccine,Dengue fever,"061, 780.6","A90, R50"
6408,DIB004334,azd-3778,Asthma,493,J45
6409,DIB004335,psi-6130,Hepatitis C virus infection,"070.4, 070.5, 070.70, 573.3","B17.1, B18.2, K75.9"
6410,DIB004336,bl-5040,Cachexia,799.4,R64
6411,DIB004339,albumin-binding paclitaxel prodrug,Prostate tumor,185,C61
6412,DIB004340,satigrel,Thromboembolism,"437.6, 453, 671.5, 671.9",I80-I82
6413,DIB004341,evt-301,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
6414,DIB004342,tafluposide,Cancer,140-229,C00-C96
6415,DIB004343,dtwp-hepb prophylactic vaccine,Hepatitis B virus infection,070.2-070.3,"B16, B18.0, B18.1"
6416,DIB004346,cblb-612,Radiation sickness,990,T66
6417,DIB004348,et-006,Ovarian cancer,"140-229, 183, 185","C00-C96, C56, C61"
6418,DIB004349,small molecule 32,Neurodegenerative diseases,330-337,G30-G32
6419,DIB004350,parvovirus h-1,Glioblastoma,"140-199, 191, 208.9, 210-229","C00-C75, C71, C7A, C7B, C91-C95, D10-D36, D3A"
6420,DIB004351,sfc,Autoimmune diseases,279,"D84.9, M35.9"
6421,DIB004353,amppl,Diabetes mellitus,"253.5, 588.1","E23.2, N25.1"
6422,DIB004354,ap-401,Inflammatory diseases,"140-229, 147, 173, 573.3, 710-719","C00-C96, C11, C44, K75.9, M00-M25"
6423,DIB004355,ikt-001,Infectious disease,001-139,A00-B99
6424,DIB004358,lex-028,Inflammatory diseases,"140-229, 147, 173, 573.3, 710-719","C00-C96, C11, C44, K75.9, M00-M25"
6425,DIB004359,disc gm-csf,Melanoma,172.9,C43
6426,DIB004360,nedaplatin,Non-small-cell lung cancer,"162, 183","C33, C34, C56"
6427,DIB004362,mk-4214,Neutropenia,288,D70
6428,DIB004363,human liver progenitor cells,Liver cirrhosis,.,"K70.3,K71.7,K74"
6429,DIB004364,alb-137391(a),Irritable bowel syndrome,"564.1, 787.91","A09, K58, K59.1"
6430,DIB004365,viloxazine,Major depressive disorder,"296.2, 296.3, 710.0","F32, F33, M32"
6431,DIB004366,mg-3,Plasmodium infection,.,B54
6432,DIB004367,cap-7.1,Cancer,140-229,C00-C96
6433,DIB004368,rg7800,Spinal muscular atrophy,335.0-335.1,G12.0-G12.1
6434,DIB004369,esn-yy,Inflammatory diseases,"140-229, 147, 173, 573.3, 710-719","C00-C96, C11, C44, K75.9, M00-M25"
6435,DIB004370,2085-p,Otitis media,.,H65-H67
6436,DIB004371,bp-c2,Radiation sickness,990,T66
6437,DIB004372,jtk-003,Hepatitis C virus infection,"070.4, 070.5, 070.70, 573.3","B17.1, B18.2, K75.9"
6438,DIB004373,hepatitis c virus e2 protein vaccines,Hepatitis C virus infection,"070.4, 070.5, 070.70, 573.3","B17.1, B18.2, K75.9"
6439,DIB004374,ec-708,Prostate tumor,185,C61
6440,DIB004376,pelitrexol,Cancer,140-229,C00-C96
6441,DIB004377,om-174,Cancer,140-229,C00-C96
6442,DIB004378,vap-1,Central nervous system disease,.,G00-G99
6443,DIB004379,ly-2940094,Major depressive disorder,"296.2, 296.3, 710.0","F32, F33, M32"
6444,DIB004380,obp-401,Cancer,140-229,C00-C96
6445,DIB004381,xr-368,Anxiety disorder,"300, 311","F32, F40-F42"
6446,DIB004382,sel-k1,Inflammatory bowel disease,"555, 556","K50, K51"
6447,DIB004383,acs-14,Cardiovascular disease,"325, 390-459, 401, 428, 430-459","G45-G46, I00-I99, I10, I11, I12, I13, I15, I50, I60-I95"
6448,DIB004384,tetrabranched peptides,Multidrug resistant infection,.,A00-B99
6449,DIB004385,etretinate,Keratosis,.,L57.0
6450,DIB004386,ngn-9077,Multiple system atrophy,.,G90.3
6451,DIB004387,ephb4-131,Cancer,140-229,C00-C96
6452,DIB004388,apt070,Reperfusion injury,580-589,N00-N29
6453,DIB004389,dk-507k,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
6454,DIB004390,luzindole,Sleep disorders,"307.4, 327, 780.5","F51, G47"
6455,DIB004392,cfc-240,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
6456,DIB004393,s-17092-1,Cognitive impairment,331.83,G31.84
6457,DIB004394,anti-pecam-1 mab,Cancer,140-229,C00-C96
6458,DIB004395,ad-5467,Diabetes mellitus,"253.5, 588.1","E23.2, N25.1"
6459,DIB004397,odsh,Chronic obstructive pulmonary disease,"490-492, 494-496","J40-J44, J47"
6460,DIB004398,bly719,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
6461,DIB004400,du-6681,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
6462,DIB004401,spraygel,Laparoscopic; Open pelvic; Abdominal surgical procedure,.,.
6463,DIB004402,anti-cd47 mab,Ischemia,459.89,I99.8
6464,DIB004403,nktt-320,Cancer,140-229,C00-C96
6465,DIB004404,pyrimethamine/sulfadoxine,Pneumocystis carinii infection,.,B59
6466,DIB004405,cni-h0294,HIV-1 infections,"001-139, 042","A00-B99, B20"
6467,DIB004408,dp-3005,Angina,413,I20
6468,DIB004409,polyoxidonium,Infectious disease,001-139,A00-B99
6469,DIB004410,lirequinil,Anxiety disorder,"300, 311","F32, F40-F42"
6470,DIB004411,hepatect cp,Hepatitis B virus infection,070.2-070.3,"B16, B18.0, B18.1"
6471,DIB004412,mk-7622,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
6472,DIB004413,cp-870893,Cancer,140-229,C00-C96
6473,DIB004414,sel-103,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
6474,DIB004415,al-59412c,Ocular hypertension,365.04,H40.0
6475,DIB004416,ck-2066260,Neuromuscular disease,.,T36-T50
6476,DIB004417,otx-015,Myelodysplastic syndromes,"208.9, 238.7","C91-C95, D46"
6477,DIB004418,histone deacetylase inhibitors,Cancer,140-229,C00-C96
6478,DIB004419,gaba-b receptor pam,Anxiety disorder,"300, 311","F32, F40-F42"
6479,DIB004420,fas-031,Cancer,140-229,C00-C96
6480,DIB004421,ear disorder therapeutics,Ear disease,.,H83.9
6481,DIB004422,pramoxine,Anal fissure,.,K60.0-K60.2
6482,DIB004423,azd-9335,Gastroesophageal reflux disease,"140-229, 530","C00-C96, K21"
6483,DIB004424,jnj-38877605,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
6484,DIB004425,swt-02.100,Wound healing,.,T14.0-T14.1
6485,DIB004426,ux-004,Lysosomal storage disease,.,E75-E77
6486,DIB004427,medi7510,Respiratory syncytial virus ,"001-139, 079.6","A00-B99, B97.4"
6487,DIB004428,pv-802,Gastrointestinal disease,.,K00-K93
6488,DIB004429,bromperidol,Schizophrenia,"295, 710.0","F20, M32"
6489,DIB004430,pav-617,Ebola virus infection,"001-139, 042-075, 065.8","A00-B99, A80-A99, A98.4, B00-B34"
6490,DIB004431,mer-3001,Diabetes mellitus type 1,250,E10
6491,DIB004432,fexinidazole,Trypanosomiasis,086.5-086,B56-B57
6492,DIB004433,etn-001,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
6493,DIB004434,vt-1,Breast cancer,"174, 175, 217","C50, D24"
6494,DIB004435,bms-766,Hepatitis C virus infection,"070.4, 070.5, 070.70, 573.3","B17.1, B18.2, K75.9"
6495,DIB004436,ppls,Neurodegenerative diseases,330-337,G30-G32
6496,DIB004437,co-12,Mycobacterium tuberculosis infection,.,A15-A19
6497,DIB004438,decorin-like collagen-binding peptidoglycan,Scar tissue,.,L00-L99
6498,DIB004439,nw-1772,Neurodegenerative diseases,330-337,G30-G32
6499,DIB004440,elad,Heart failure,"410, 428","I21, I22, I50"
6500,DIB004441,cnto-5825,Allergic asthma,"493, 995.3","J45, T78.4"
6501,DIB004442,panamesine,Psychotic disorders,290-299,F20-F29
6502,DIB004444,p113d,Cystic fibrosis,"277.0, 709.2","E84, L90.5"
6503,DIB004446,fr-900482,Leukemia,208.9,C91-C95
6504,DIB004447,azd-8418,Schizophrenia,"295, 710.0","F20, M32"
6505,DIB004449,fgfr2-adc,Cancer,140-229,C00-C96
6506,DIB004450,prohibitin targeting peptide-1,Obesity,278,E66
6507,DIB004451,hi-con1,Cancer,140-229,C00-C96
6508,DIB004453,cefpiroxime,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
6509,DIB004454,tiapamil,Cardiovascular disease,"325, 390-459, 401, 428, 430-459","G45-G46, I00-I99, I10, I11, I12, I13, I15, I50, I60-I95"
6510,DIB004455,dhac,Mesothelioma,163,C45
6511,DIB004456,bi-661051,Cancer,140-229,C00-C96
6512,DIB004457,hm-78136b,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
6513,DIB004458,hbi-3000,Heart arrhythmia,.,I47-I49
6514,DIB004460,nwp-09,Attention deficit hyperactivity disorder,"314.00, 314.01",F90
6515,DIB004462,pentetate calcium trisodium,Acute radiation syndrome,990,T66
6516,DIB004463,gs-438,Cancer,140-229,C00-C96
6517,DIB004464,isis-1082,Viral infections,"054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053","B01, B02, A60, B00, B27, G05.1, P35.2"
6518,DIB004465,"5-lo (pain/neuro-inflammation), st charles pharmaceuticals",Nervous system inflammation,.,G00-G09
6519,DIB004466,recombinant protein subunit vaccine,Influenza virus infections,"487, 488","J10, J11"
6520,DIB004469,50-235,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
6521,DIB004470,clofoctol,Bronchitis,.,"J20-J21,J42"
6522,DIB004471,cromoglycate lisetil hydrochloride,Asthma,493,J45
6523,DIB004472,seglitide,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
6524,DIB004473,hivicides i and ii,HIV infections,"001-139, 042","A00-B99, B20"
6525,DIB004474,s-38093,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
6526,DIB004475,bbt-018,Neutropenia,288,D70
6527,DIB004476,isomazole,Asthma,493,J45
6528,DIB004477,imp-111,Cancer,140-229,C00-C96
6529,DIB004478,pt-630,Diabetes mellitus type 2,250,E11
6530,DIB004479,tdi-0020,Motor neurone disease,335.2,G12.2
6531,DIB004482,imcooh,Acne vulgaris,706.1,L70.0
6532,DIB004483,ci-933,Cognitive disorders,"290-294, 294.0, 780.09, 780.9, 780.93","F01-F07, F04, F05, R41.3"
6533,DIB004484,ino-5150,Prostate tumor,185,C61
6534,DIB004485,tromethamine,Acidosis,.,E87.2
6535,DIB004486,ib-09a149,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
6536,DIB004488,kin-3031,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
6537,DIB004489,rg-7432,Hepatitis C virus infection,"070.4, 070.5, 070.70, 573.3","B17.1, B18.2, K75.9"
6538,DIB004490,exp-6803,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
6539,DIB004491,tas-114,Cancer,140-229,C00-C96
6540,DIB004492,glisolamide,Diabetes mellitus,"253.5, 588.1","E23.2, N25.1"
6541,DIB004493,mapkap kinase 2 inhibitors,Inflammatory diseases,"140-229, 147, 173, 573.3, 710-719","C00-C96, C11, C44, K75.9, M00-M25"
6542,DIB004494,on-09250,Central nervous system disease,.,G00-G99
6543,DIB004495,mdx-1203,Cancer,140-229,C00-C96
6544,DIB004496,mbx2329,Influenza virus infections,"487, 488","J10, J11"
6545,DIB004497,swt-05141,Atopic dermatitis,"691.8, 692.9","L20, L20-L30"
6546,DIB004499,edn-ol1,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
6547,DIB004501,prinoxodan,Cardiac failure,.,I50
6548,DIB004502,m-114,Viral infections,"054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053","B01, B02, A60, B00, B27, G05.1, P35.2"
6549,DIB004503,abt-rta-408,Non-small cell lung cancer,"140-229, 162, 204.0","C00-C96, C33-C34, C91.0"
6550,DIB004504,trospectomycin,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
6551,DIB004505,cde-5498,Heart arrhythmia,.,I47-I49
6552,DIB004506,ki-0803,Cancer,140-229,C00-C96
6553,DIB004508,ns5b hcv polymerase inhibitors,Hepatitis C virus infection,"070.4, 070.5, 070.70, 573.3","B17.1, B18.2, K75.9"
6554,DIB004511,mthf,Cognition disorders,295,F20
6555,DIB004512,vr-461,Fungal infection,110-118,B35-B49
6556,DIB004515,stp-432,Crohn's disease,555,K50
6557,DIB004516,ro-48-5545,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
6558,DIB004517,sharon-2000,Dental caries,521,K02
6559,DIB004518,veronate,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
6560,DIB004520,latranal,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
6561,DIB004522,ll-3858,Mycobacterium tuberculosis infection,.,A15-A19
6562,DIB004523,sb-9000,Hepatitis B virus infection,070.2-070.3,"B16, B18.0, B18.1"
6563,DIB004524,e-4177,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
6564,DIB004525,borocaptate sodium b 10,Brain cancer,"191, 225.0","C71, D33"
6565,DIB004526,hcbe-11,Cancer,140-229,C00-C96
6566,DIB004528,galactofucan sulphate fraction,HIV infections,"001-139, 042","A00-B99, B20"
6567,DIB004529,alz-801,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
6568,DIB004532,gt 1061,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
6569,DIB004533,an-10,Alopecia,704.09,L65.9
6570,DIB004534,bimatoprost sustained release,Glaucoma,365,H40-H42
6571,DIB004536,amzaar,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
6572,DIB004537,pf-06252616,Muscular dystrophy,.,G71.0
6573,DIB004539,dg-8,Osteosarcoma,170,C40-C41
6574,DIB004540,ffc-14a,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
6575,DIB004541,onco-d,Cancer,140-229,C00-C96
6576,DIB004542,oxiracetam,Dementia,"290-294, 331.0","F01-F07, G30"
6577,DIB004543,eptaloprost,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
6578,DIB004545,hl-1172,Cancer,140-229,C00-C96
6579,DIB004546,gtu-based dna vaccine,HIV infections,"001-139, 042","A00-B99, B20"
6580,DIB004547,sabarubicin,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
6581,DIB004548,omega interferon,Hepatitis C virus infection,"070.4, 070.5, 070.70, 573.3","B17.1, B18.2, K75.9"
6582,DIB004550,msi-469,Periodontal disease,.,K05
6583,DIB004551,medi-553,Autoimmune diseases,279,"D84.9, M35.9"
6584,DIB004554,rg-7446,Bladder cancer,140-229,C00-C96
6585,DIB004556,nav5001,Dementia,"290-294, 331.0","F01-F07, G30"
6586,DIB004557,ethoxy-idazoxan,Poison intoxication,.,T36-T50
6587,DIB004558,prevnar,Otitis media,.,H65-H67
6588,DIB004560,pf-04965842,Lupus,710,M32
6589,DIB004561,benfluorex,Hyperlipidemia,272.0-272.4,E78
6590,DIB004562,pro-140,HIV infections,"001-139, 042","A00-B99, B20"
6591,DIB004563,thiq,Erectile dysfunction,"302.72, 607.84","F52.2, N48.4"
6592,DIB004564,18f-lmi-1195,Heart failure,"410, 428","I21, I22, I50"
6593,DIB004566,al-59640,Xerophthalmia,.,E50.6-E50.7
6594,DIB004567,bdm-i,Fungal infection,110-118,B35-B49
6595,DIB004572,men-10979,HIV-1 infections,"001-139, 042","A00-B99, B20"
6596,DIB004573,an-2718,Fungal infection,110-118,B35-B49
6597,DIB004574,polongatab,Poison intoxication,.,T36-T50
6598,DIB004575,xel-002bg,Pain,"338, 356.0, 356.8,780","G64, G90.0, R52, G89"
6599,DIB004576,epo peptide mimetics,Anemia,280-285,D50-D64
6600,DIB004577,scr-44001,Cancer,140-229,C00-C96
6601,DIB004578,hmr-1426,Obesity,278,E66
6602,DIB004580,suvn-g1031,Metabolic disorders,270-279,E70-E89
6603,DIB004581,l-742728,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
6604,DIB004582,nv-07a,Inflammatory bowel disease,"555, 556","K50, K51"
6605,DIB004583,ek-399,Inflammatory diseases,"140-229, 147, 173, 573.3, 710-719","C00-C96, C11, C44, K75.9, M00-M25"
6606,DIB004584,pf-2391677,Gastroesophageal reflux disease,"140-229, 530","C00-C96, K21"
6607,DIB004587,cx-717,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
6608,DIB004588,exo-226,Diabetic kidney disease,.,E11.22
6609,DIB004589,cyclandelate,Dementia,"290-294, 331.0","F01-F07, G30"
6610,DIB004590,azd-3514,Hormone refractory prostate cancer,"140-229, 185","C00-C96, C61"
6611,DIB004591,gly-220,Diabetic angiopathy,250.7,"E10.5, E11.5, E13.5"
6612,DIB004592,samarium-153-dotmp,Bone cancer,.,C41.0
6613,DIB004593,2-hydroxyoleic acid,Hypertension,"401, 428","I10, I11, I12, I13, I15, I50"
6614,DIB004594,afeletecan,Breast cancer,"174, 175, 217","C50, D24"
6615,DIB004595,improved influenza vaccine,Influenza virus infections,"487, 488","J10, J11"
6616,DIB004597,"az-01, pegylated interferon-beta",Multiple sclerosis,340,G35
6617,DIB004598,discodermolide,Immuno-suppressant,.,T86.0
6618,DIB004600,lb-101,Memory loss,.,F03
6619,DIB004601,rmh-41,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
6620,DIB004602,h5n1 influenza vaccine,Influenza virus infections,"487, 488","J10, J11"
6621,DIB004604,slv319,Obesity,278,E66
6622,DIB004605,om-89,Rheumatold arthritis,714,M05-M06
6623,DIB004606,ns-257,Cerebrovascular ischaemia,434.91,I61-I63
6624,DIB004607,motexafin lutetium,Restenosis,.,I51.89
6625,DIB004608,ged-0301,Crohn's disease,555,K50
6626,DIB004611,lbvh-0101,Bacterial infection,"001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104","A00-A09, A00-B99, A15-A19, A20-A28, A30-A49, A65-A69, A70-A74, A75-A79"
6627,DIB004613,troxacitabine,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
6628,DIB004614,pf-4554878,Cancer,140-229,C00-C96
6629,DIB004617,thrombin-jmi,Bleeding,"444, 453","I74, I80-I82"
6630,DIB004618,gr-89696,Neurodegenerative diseases,330-337,G30-G32
6631,DIB004619,nn-4201,Non-insulin dependent diabetes,.,E11.9
6632,DIB004621,lb-2.1,Fungal infection,110-118,B35-B49
6633,DIB004622,dhf-18,Cancer,140-229,C00-C96
6634,DIB004624,hl-2353,Hemophilia,286,D66-D68
6635,DIB004625,napitane mesilate,Major depressive disorder,"296.2, 296.3, 710.0","F32, F33, M32"
6636,DIB004626,thiopilocarpine,Cognitive impairment,331.83,G31.84
6637,DIB004627,corticosteroids,Acne vulgaris,706.1,L70.0
6638,DIB004628,kms-88009,Alzheimer's disease,"331.0, 331.83","G30, G31.84"
6639,DIB004629,mod-7023,Anemia,280-285,D50-D64
6640,DIB004630,tarp peptide-pulsed autologous dendritic cell vaccine,Prostate tumor,185,C61
6641,DIB004631,rr-1,Cancer,140-229,C00-C96
6642,DIB004632,grazax,Allergic rhinitis,"472.0, 477, 995.3","J00, J30, J31.0, T78.4"
6643,DIB004633,nvc-422 nasal,Infectious disease,001-139,A00-B99
6644,DIB004634,etv-002,HIV infections,"001-139, 042","A00-B99, B20"
6645,DIB004635,tdi-0114,Motor neurone disease,335.2,G12.2
6646,DIB004637,pat-sm3,Cancer,140-229,C00-C96
6647,DIB004638,wt2725,Solid tumours,"140-199, 210-229","C00-C75, C7A, C7B, D10-D36, D3A"
6648,DIB004640,la22-radioimmunoconjugates,Cancer,140-229,C00-C96
6649,DIB004643,pf-04577806,Diabetic neuropathy,"250, 250.6, 356.0, 356.8","E08-E13, E10.4, E11.4, E13.4, G64, G90.0"
6650,DIB004644,papillomavirus vaccine,Papillomavirus infections,.,B97.7
6651,DIB004645,pf-3463275,Schizophrenia,"295, 710.0","F20, M32"
6652,DIB004646,"90y-labeled humanized anti-tac mab (anticancer), nci",Non-Hodgkin's lymphoma,"200, 202, 202.8","C81-C96, C82-C85"
