,Brand Name,Generic Name,Claim Count,Total Spending,Beneficiary Count,Total Annual Spending Per User,Unit Count,Average Cost Per Unit (Weighted),Beneficiary Count No LIS,Average Beneficiary Cost Share No LIS,Beneficiary Count LIS,Average Beneficiary Cost Share LIS,Year,Matched Drug Name,Indication
1580,folbecal,pnv w-o iron/fa/calcium/b6/b12,207.0,8024.46,54.0,148.60111111,8463.0,0.9481814959,20.0,26.4355,34.0,5.1773529412,2011,iron,Iron deficiency anaemia
1581,folbee,cyanocobalamin/fa/pyridoxine,3191.0,86543.64,645.0,134.17618605,169246.0,0.511348215,610.0,57.935622951,35.0,38.400285714,2011,cyanocobalamin,Anemia
1582,folbee plus,"folic acid/vit bcomp,c",833.0,18317.59,191.0,95.903612565,41872.0,0.4374663259,167.0,72.888023952,24.0,55.96125,2011,folic acid,Folate deficiency
1583,folbee plus cz,"folic acid/vit bcomp,c/cu/znox",259.0,6731.25,57.0,118.09210526,11294.0,0.5960023021,,,,,2011,folic acid,Folate deficiency
1584,folbic,cyanocobalamin/fa/pyridoxine,16095.0,583664.13,3733.0,156.3525663,856124.0,0.6817518607,3117.0,74.996008983,616.0,13.301866883,2011,cyanocobalamin,Anemia
1585,folbic rf,b12/levomefolate calcium/b-6,,,,,,,,,,,2011,calcium,Osteoporosis
1586,folcal dha,pnv39/iron fumarate/fa/dss/dha,20.0,834.04,,,600.0,1.3900666667,,,,,2011,iron,Iron deficiency anaemia
1587,folcal dha,pnv66/iron fumarate/fa/dss/dha,54.0,3643.75,26.0,140.14423077,2130.0,1.7106807512,,,,,2011,iron,Iron deficiency anaemia
1588,folcaps,cyanocobalamin/fa/pyridoxine,310.0,5892.05,74.0,79.622297297,19343.0,0.3046089024,,,,,2011,cyanocobalamin,Anemia
1589,folcaps care one,"pnv,ca,no.35/iron/fa/ds/omeg-3",12.0,537.8,,,450.0,1.1951111111,,,,,2011,iron,Iron deficiency anaemia
1590,folcaps omega-3,"pnv ca37/iron cb,asp,bg/fa/om3",46.0,2460.63,16.0,153.789375,2010.0,1.2241940299,,,,,2011,iron,Iron deficiency anaemia
1591,folcaps omega-3,pnv w-ca no.37/iron/fa/omega-3,76.0,3820.48,25.0,152.8192,3214.0,1.18869944,,,,,2011,iron,Iron deficiency anaemia
1592,folgard os,calcium/mag/d3/b12/fa/b6/boron,294.0,7412.64,76.0,97.534736842,21508.0,0.3446457132,,,,,2011,calcium,Osteoporosis
1593,folgard rx,cyanocobalamin/fa/pyridoxine,1035.0,37378.0,278.0,134.45323741,71169.0,0.5252005789,,,,,2011,cyanocobalamin,Anemia
1594,folic acid,cyanocobalamin/fa/pyridoxine,,,,,,,,,,,2011,cyanocobalamin,Anemia
1595,folic acid,folic acid,334659.0,1301565.97,65790.0,19.783644475,15750099.86,0.0826805466,54305.0,11.56308572,11485.0,5.8469447105,2011,folic acid,Folate deficiency
1596,folic acid-cyancobal-pyridoxin,cyanocobalamin/fa/pyridoxine,16.0,203.81,,,480.0,0.4246041667,,,,,2011,cyanocobalamin,Anemia
1597,folic acid-vit b6-vit b12,cyanocobalamin/fa/pyridoxine,415.0,7608.84,96.0,79.25875,24565.0,0.3097431305,,,,,2011,cyanocobalamin,Anemia
1598,folinatal plus b,pnv w-o iron/fa/calcium/b6/b12,125.0,4606.34,38.0,121.21947368,4771.0,0.9654873192,12.0,38.768333333,26.0,2.8315384615,2011,iron,Iron deficiency anaemia
1599,folitab 500,ferrous sulfate/vit c/fa,196.0,4546.6,56.0,81.189285714,8107.0,0.5608239793,,,,,2011,,
1600,folivane-f,iron fum & ps cmp/fa/vit c/b3,21.0,340.84,,,745.0,0.4575033557,,,,,2011,iron,Iron deficiency anaemia
1601,folivane-ob,"pnv #15/iron fum,ps/folic acid",145.0,4012.62,71.0,56.515774648,5255.0,0.7635813511,,,,,2011,folic acid,Folate deficiency
1602,folivane-plus,"iron fum,ps/fa/vit b with c #9",64.0,1453.56,22.0,66.070909091,2805.0,0.5182032086,,,,,2011,iron,Iron deficiency anaemia
1603,folivane-prx dha nf,pnv39/iron fumarate/fa/dss/dha,45.0,1980.57,14.0,141.46928571,1470.0,1.3473265306,,,,,2011,iron,Iron deficiency anaemia
1604,folotyn,pralatrexate,,,,,,,,,,,2011,pralatrexate,Breast cancer
1605,folplex 2.2,cyanocobalamin/fa/pyridoxine,740.0,10634.27,144.0,73.849097222,34712.0,0.3063571676,,,,,2011,cyanocobalamin,Anemia
1606,foltabs,pnv no.22/iron cbn&gluc/fa/dss,73.0,1028.27,46.0,22.353695652,2430.0,0.4231563786,,,,,2011,iron,Iron deficiency anaemia
1607,foltanx,mecobal/levomefolat ca/b6 phos,,,,,,,,,,,2011,,
1608,foltanx rf,levomefolate/b6/b12/algal oil,,,,,,,,,,,2011,,
1609,foltrate,cyanocobalamin/folic acid,,,,,,,,,,,2011,folic acid,Folate deficiency
1610,foltrin,fe fumarate/vit c/b12-if/fa,42.0,1068.77,16.0,66.798125,2302.0,0.4642788879,16.0,,0.0,,2011,,
1611,foltx,b12/levomefolate calcium/b-6,,,,,,,,,,,2011,calcium,Osteoporosis
1612,foltx,cyanocobalamin/fa/pyridoxine,2700.0,180072.11,830.0,216.9543494,222759.0,0.8083718727,814.0,105.21617936,16.0,114.985625,2011,cyanocobalamin,Anemia
1613,fondaparinux sodium,fondaparinux sodium,10739.0,11283435.91,5942.0,1898.928965,80604.84,130.49011092,3304.0,154.54259988,2638.0,3.4643404094,2011,fondaparinux sodium,Venous thrombosis
1614,foradil,formoterol fumarate,128841.0,24460406.95,30366.0,805.5195597,9375869.596,2.6088680841,18388.0,220.16942843,11978.0,21.427546335,2011,formoterol,Asthma
1615,forfivo xl,bupropion hcl,,,,,,,,,,,2011,bupropion,Depression
1616,formula b plus,"multivits,therap w-fe,hematin",235.0,1482.04,152.0,9.7502631579,8206.0,0.1806044358,79.0,2.8408860759,73.0,0.4002739726,2011,,
1617,fortamet,metformin hcl,13549.0,5509561.83,3863.0,1426.2391483,928693.0,6.0857039222,2116.0,274.78216446,1747.0,17.192009159,2011,metformin,Diabetes mellitus
1618,fortaz,ceftazidime,543.0,79113.46,363.0,217.94341598,36741.95,4.3971452138,119.0,115.98386555,244.0,5.4052459016,2011,ceftazidime,Bacterial infection
1619,fortaz in iso-osmotic dextrose,"ceftazidime na/dextrose,iso",338.0,38467.96,126.0,305.30126984,103278.96,0.359013523,14.0,123.10142857,112.0,6.3916071429,2011,ceftazidime,Bacterial infection
1620,forteo,teriparatide,185732.0,215035307.84,34928.0,6156.5308016,495095.777,434.34614961,16664.0,947.30237578,18264.0,26.234512703,2011,teriparatide,Osteogenesis imperfecta
1621,fortesta,testosterone,1861.0,580289.57,917.0,632.81305344,131280.0,4.4202435253,659.0,161.00907436,258.0,9.6463953488,2011,testosterone,Osteoporosis
1622,fortical,"calcitonin,salmon,synthetic",289822.0,23062351.26,64773.0,356.04883609,1253154.444,18.403438914,35064.0,90.920943703,29709.0,6.2983957723,2011,salmon calcitonin,Osteoporosis
1623,fosamax,alendronate sodium,19426.0,2223171.38,8208.0,270.85421296,1889855.54,13.544745354,3475.0,166.39844317,4733.0,6.6820135221,2011,alendronate,Osteoporosis; Paget's disease
1624,fosamax plus d,alendronate sodium/vitamin d3,54314.0,7383958.78,14246.0,518.31803875,310669.807,23.7730602,8047.0,205.57885796,6199.0,16.738185191,2011,alendronate,Osteoporosis; Paget's disease
1625,foscarnet sodium,foscarnet sodium,34.0,7003.35,,,20780.0,0.3370235804,,,,,2011,foscarnet,Herpes viruses
1626,foscavir,foscarnet sodium,,,,,,,,,,,2011,foscarnet,Herpes viruses
1627,fosinopril sodium,fosinopril sodium,750472.0,15767944.12,119488.0,131.96257465,39346835.397,0.4000859043,78093.0,57.369777573,41395.0,11.255322382,2011,fosinopril,Hypertension
1628,fosinopril-hydrochlorothiazide,fosinopril/hydrochlorothiazide,48155.0,2959448.25,8208.0,360.55656067,2651819.0,1.1155699549,6116.0,94.396244277,2092.0,14.436782983,2011,fosinopril,Hypertension
1629,fosphenytoin sodium,fosphenytoin sodium,307.0,13624.1,94.0,144.93723404,14421.0,0.9575508283,11.0,38.777272727,83.0,1.1821686747,2011,fosphenytoin,Seizures
1630,fosrenol,lanthanum carbonate,85665.0,72439814.57,21102.0,3432.8411795,10547583.478,6.8682107934,3753.0,302.6043805,17349.0,14.142164966,2011,lanthanum carbonate,Hyperphosphatemia
1631,fosteum,genistein/cit zn bisgly/vit d3,93.0,6706.35,23.0,291.58043478,9510.0,0.7051892744,23.0,,0.0,,2011,genistein,Prostate cancer
1632,fragmin,"dalteparin sodium,porcine",37290.0,28629906.85,16987.0,1685.4010037,227534.924,144.35238712,9202.0,240.21865355,7785.0,11.06624149,2011,,
1633,freamine iii,parenteral amino acid 10% no.4,164.0,17040.73,28.0,608.5975,947949.403,0.017976413,,,,,2011,,
1634,freamine iii,parenteral amino acid 8.5 % #1,57.0,2695.05,,,159001.0,0.0169498934,,,,,2011,,
1635,freestyle precision,"syring w-ndl,disp,insul,0.5 ml",108.0,2410.57,47.0,51.288723404,11280.0,0.2137326425,20.0,34.1175,27.0,8.8666666667,2011,,
1636,freestyle precision,"syringe and needle,insulin,1ml",12.0,395.17,,,1830.0,0.2159398907,,,,,2011,insulin,Diabetes mellitus
1637,freshkote,eye lubricant combination no.1,8761.0,259382.25,5190.0,49.977312139,140910.0,1.8407653822,3666.0,42.252888707,1524.0,7.4710564304,2011,,
1638,frova,frovatriptan succinate,9079.0,3000313.26,2660.0,1127.9373158,109496.0,27.40112205,1091.0,226.90059578,1569.0,15.104939452,2011,frovatriptan,Migraine headaches
1639,fulyzaq,crofelemer,,,,,,,,,,,2011,crofelemer,HIV-associated diarrhoea
1640,fumatinic,ferrous fumarate/vit c/b12-if,14.0,340.33,,,761.0,0.4472141919,,,,,2011,,
1641,furadantin,nitrofurantoin,3593.0,3301416.79,1477.0,2235.2178673,1169851.916,2.8220809359,300.0,215.2313,1177.0,6.1371877655,2011,nitrofurantoin,Urinary tract infections
1642,furosemide,furosemide,23916140.0,133481981.28,4439274.0,30.068425891,1217191070.7,0.1096455805,2398400.0,18.795580675,2040874.0,5.9147315513,2011,furosemide,Edema associated with congestive heart failure
1643,fusilev,levoleucovorin calcium,,,,,,,,,,,2011,calcium,Osteoporosis
1644,fusion plus,"iron,fum&ps/fa/vit b&c#18/l.ca",,,,,,,,,,,2011,iron,Iron deficiency anaemia
1645,fuzeon,enfuvirtide,4806.0,13268523.42,646.0,20539.509938,5278.63,2513.6301313,124.0,1288.3945968,522.0,17.213908046,2011,enfuvirtide,HIV infections
1646,fycompa,perampanel,,,,,,,,,,,2011,,
1647,gabapentin,gabapentin,14142556.0,435641035.37,2713237.0,160.56136466,1481315097.0,0.2904909453,1348858.0,38.7933489,1364379.0,7.070391145,2011,gabapentin,Cancers
1648,gabitril,tiagabine hcl,49457.0,21233495.66,6380.0,3328.134116,4007467.222,5.4042122625,1159.0,472.41465919,5221.0,24.09263168,2011,tiagabine,Anxiety disorder; Insomnia
1649,gablofen,baclofen,82.0,89786.75,34.0,2640.7867647,2366.0,39.062266277,,,,,2011,baclofen,Multiple sclerosis
1650,galantamine hbr,galantamine hbr,505435.0,79858562.38,76489.0,1044.0529015,25171491.278,3.4287934781,50643.0,208.12173963,25846.0,16.52634102,2011,galantamine,Alzheimer's disease
1651,galantamine hydrobromide,galantamine hbr,1555.0,313844.97,340.0,923.07344118,175578.0,1.7874959847,141.0,194.0548227,199.0,13.765829146,2011,galantamine,Alzheimer's disease
1652,galzin,zinc acetate,72.0,10841.54,14.0,774.39571429,7802.0,1.3776570522,,,,,2011,zinc acetate vaginal gel,HIV infections
1653,gamastan s-d,immune globul g (igg)/glycine,749.0,184891.91,132.0,1400.6962879,7968.0,23.204305974,91.0,299.43318681,41.0,18.098536585,2011,glycine,Dietary shortage
1654,gammagard liquid,immun glob g (igg)/gly/iga 50+,18170.0,139145775.79,1852.0,75132.70831,11950940.0,11.643082117,855.0,5073.4621287,997.0,82.939408225,2011,,
1655,gammagard s-d,immun glob g/gly/gluc/iga 0-50,404.0,2128442.08,45.0,47298.712889,10301.0,324.13950218,17.0,3895.4182353,28.0,40.4675,2011,,
1656,gammaked,immun glob g (igg)/gly/iga 50+,41.0,422465.89,17.0,24850.934706,34650.0,12.177392456,,,,,2011,,
1657,gammaplex,immun glob g/sorb/gly/iga 0-50,28.0,279662.74,,,46600.0,6.0013463519,,,,,2011,,
1658,gamunex,immun glob g (igg)/gly/iga 50+,2681.0,15193737.34,542.0,28032.72572,1541192.0,9.858432525,253.0,3040.0587352,289.0,76.867266436,2011,,
1659,gamunex-c,immun glob g (igg)/gly/iga 50+,6343.0,38164723.6,751.0,50818.54008,3838841.0,9.9319263076,353.0,3068.6038527,398.0,55.808919598,2011,,
1660,ganciclovir sodium,ganciclovir sodium,208.0,104829.9,66.0,1588.3318182,17045.64,6.1499538885,24.0,356.9475,42.0,3.3361904762,2011,ganciclovir,Viral infections
1661,gani-tuss nr,guaifenesin/codeine phosphate,22.0,96.2,22.0,4.3727272727,4565.0,0.0210733844,,,,,2011,codeine,Cough
1662,gani-tuss-dm nr,guaifenesin/dextromethorphan,56.0,490.38,48.0,10.21625,11010.0,0.0445395095,,,,,2011,dextromethorphan,Cough; Pain
1663,garamycin,gentamicin sulfate,139.0,3916.5,125.0,31.332,512.5,7.6514715951,57.0,11.912982456,68.0,1.15,2011,gentamicin,Bacterial infection
1664,gardasil,"human papilomvirus vac,qval/pf",455.0,67853.94,312.0,217.48057692,375.0,182.65258701,111.0,47.006126126,201.0,5.4977114428,2011,,
1665,gardasil 9,hpv vaccine 9-valent/pf,,,,,,,,,,,2011,,
1666,gastrinex nf,hyoscyamine sulfate/phenyltolx,4324.0,131122.73,2319.0,56.542789996,235595.0,0.5565599015,2268.0,5.8671296296,51.0,4.1545098039,2011,hyoscyamine,Gastrointestinal disorders
1667,gastrocrom,cromolyn sodium,1353.0,1214097.39,375.0,3237.59304,1360262.0,0.8925467226,193.0,452.98715026,182.0,19.44532967,2011,cromolyn sodium,Atopic dermatitis
1668,gatifloxacin,gatifloxacin,,,,,,,,,,,2011,gatifloxacin,Respiratory tract infections
1669,gattex,teduglutide,,,,,,,,,,,2011,teduglutide,Short bowel syndrome
1670,gauze bandage,gauze bandage,87.0,387.38,74.0,5.2348648649,2131.0,0.1817832004,46.0,0.7967391304,28.0,2.0103571429,2011,,
1671,gauze pads,gauze bandage,351.0,2760.69,239.0,11.551004184,18944.0,0.1457289907,78.0,2.7270512821,161.0,3.0989440994,2011,,
1672,gavilyte-c,"peg 3350/na sulf,bicarb,cl/kcl",112474.0,1913469.56,105994.0,18.052621469,455273319.46,0.0042029029,81792.0,8.1765473396,24202.0,1.5054640112,2011,,
1673,gavilyte-g,"peg 3350/na sulf,bicarb,cl/kcl",78612.0,1399004.43,74824.0,18.697268657,317254914.48,0.0044097171,41863.0,7.5776439816,32961.0,1.4957340493,2011,,
1674,gavilyte-h and bisacodyl,bisac/nacl/nahco3/kcl/peg 3350,,,,,,,,,,,2011,,
1675,gavilyte-n,sodium chloride/nahco3/kcl/peg,80726.0,1692949.52,78303.0,21.620493723,324901397.0,0.0052106563,48535.0,8.1710141135,29768.0,1.5423411045,2011,sodium chloride,Skin burns
1676,gazyva,obinutuzumab,,,,,,,,,,,2011,obinutuzumab,Chronic lymphocytic leukaemia
1677,gelclair,pot sor/hy-ethylcel/pvp/hyalur,29.0,8459.11,16.0,528.694375,10935.0,0.7735811614,,,,,2011,,
1678,gel-kam,stannous fluoride,174.0,3543.18,130.0,27.255230769,52477.012,0.067518707,86.0,15.331860465,44.0,3.97,2011,,
1679,gelnique,oxybutynin,,,,,,,,,,,2011,(s)-oxybutynin,Urinary incontinence
1680,gelnique,oxybutynin chloride,42688.0,7806194.32,15359.0,508.24886516,1558754.85,5.0079679431,10535.0,156.70421073,4824.0,12.721351575,2011,chloride,Solid tumours
1681,gemcitabine hcl,gemcitabine hcl,1095.0,2016919.86,295.0,6837.0164746,9446.0,317.75706771,107.0,550.95261682,188.0,37.187180851,2011,gemcitabine,Cancers
1682,gemfibrozil,gemfibrozil,2411841.0,64317214.41,459201.0,140.06331521,193654251.57,0.3321239471,273256.0,44.440903548,185945.0,7.5898048348,2011,gemfibrozil,Hyperlipidemia
1683,gemzar,gemcitabine hcl,276.0,547886.09,76.0,7209.0275,1577.668,521.3852348,26.0,784.06692308,50.0,24.7318,2011,gemcitabine,Cancers
1684,genadur,carbit/equis xt/ethan/chit/msm,20.0,2806.27,20.0,140.3135,253.0,11.091976285,,,,,2011,,
1685,generess fe,noreth-ethinyl estradiol/iron,63.0,5296.6,37.0,143.15135135,2100.0,2.5221904762,,,,,2011,estradiol,Breast cancer
1686,generlac,lactulose,348377.0,6621360.65,111558.0,59.353525969,297978865.84,0.0222209069,36856.0,17.230328576,74702.0,2.1190729833,2011,lactulose,Constipation
1687,gengraf,"cyclosporine, modified",11802.0,2452996.9,1973.0,1243.2827674,1693128.0,1.8737439673,1251.0,221.45585931,722.0,18.655360111,2011,cyclosporine,Psoriasis
1688,genotropin,somatropin,5201.0,5784073.44,722.0,8011.1820499,120555.0,135.37813906,306.0,1225.1441176,416.0,38.23625,2011,somatropin recombinant,Growth hormone deficiency
1689,gentak,gentamicin sulfate,43872.0,813568.64,34394.0,23.654376926,158891.505,5.1202777644,16229.0,10.201305687,18165.0,1.0943616846,2011,gentamicin,Bacterial infection
1690,gentamicin sulfate,gentamicin sulfate,374682.0,4668207.52,244790.0,19.070254177,18967621.912,1.3149145468,121024.0,7.2829157853,123766.0,1.3468011409,2011,gentamicin,Bacterial infection
1691,gentamicin sulfate,gentamicin sulfate/pf,230.0,15315.97,130.0,117.81515385,88908.5,0.204056421,54.0,17.302592593,76.0,1.4015789474,2011,gentamicin,Bacterial infection
1692,gentamicin sulfate in ns,"gentamicin in nacl, iso-osm",2446.0,105033.55,1103.0,95.225339982,1371599.8,0.0824719364,169.0,50.212840237,934.0,0.7770770878,2011,gentamicin,Bacterial infection
1693,genvoya,elviteg/cobi/emtric/tenofo ala,,,,,,,,,,,2011,,
1694,geodon,ziprasidone hcl,1107861.0,529037190.91,137470.0,3848.3828538,60258689.297,8.724328228,16422.0,454.18353367,121048.0,27.387096358,2011,ziprasidone,Schizophrenia
1695,geodon,ziprasidone mesylate,9158.0,812811.16,4129.0,196.85424074,50920.667,15.962303872,491.0,71.70592668,3638.0,3.0449560198,2011,ziprasidone,Schizophrenia
1696,gesticare dha,"pnv with ca,no.60/iron/fa/dha",38.0,2345.31,14.0,167.52214286,2400.0,0.9772125,,,,,2011,iron,Iron deficiency anaemia
1697,gianvi,ethinyl estradiol/drospirenone,14826.0,1050987.2,3150.0,333.64673016,514524.0,2.0426397991,284.0,78.458767606,2866.0,6.6558897418,2011,estradiol,Breast cancer
1698,giazo,balsalazide disodium,,,,,,,,,,,2011,balsalazide,Inflammatory bowel disease
1699,gildagia,norethindrone-ethinyl estrad,,,,,,,,,,,2011,norethindrone,Oral contraceptive
1700,gildess,norethindrone ac-eth estradiol,,,,,,,,,,,2011,estradiol,Breast cancer
1701,gildess 24 fe,norethindrone-e.estradiol-iron,,,,,,,,,,,2011,estradiol,Breast cancer
1702,gildess fe,norethindrone-e.estradiol-iron,2554.0,68585.23,718.0,95.522604457,86815.0,0.790013172,85.0,37.592470588,633.0,4.243728278,2011,estradiol,Breast cancer
1703,gilenya,fingolimod hcl,14402.0,62818219.11,2889.0,21743.931848,452415.0,138.8508761,589.0,1782.0405433,2300.0,18.897373913,2011,fingolimod,Multiple sclerosis
1704,gilotrif,afatinib dimaleate,,,,,,,,,,,2011,,
1705,gilphex tr,guaifenesin/phenylephrine hcl,,,,,,,,,,,2011,phenylephrine,Ophthalmic disorders
1706,glassia,alpha-1-proteinase inhibitor,171.0,1537573.04,36.0,42710.362222,3209900.0,0.4790096389,15.0,2823.3233333,21.0,48.017142857,2011,alpha-1-proteinase inhibitor,Panacinar emphysema
1707,glatopa,glatiramer acetate,,,,,,,,,,,2011,glatiramer acetate,Multiple sclerosis
1708,gleevec,imatinib mesylate,88296.0,483395344.12,11105.0,43529.522208,4307167.978,141.12015407,6548.0,3566.8411484,4557.0,106.48850998,2011,imatinib,Chronic myelogenous leukemia
1709,gleostine,lomustine,,,,,,,,,,,2011,lomustine,Brain cancer
1710,glimepiride,glimepiride,4506300.0,53216760.63,777950.0,68.406402249,270598009.03,0.1942647505,473402.0,32.712041373,304548.0,8.0815948882,2011,glimepiride,Diabetes mellitus
1711,glipizide,glipizide,4587737.0,40921587.08,846204.0,48.35900927,384432810.3,0.1072734105,464059.0,27.076069293,382145.0,6.5353296,2011,glipizide,Diabetes mellitus
1712,glipizide er,glipizide,2073241.0,44635892.3,387851.0,115.08515461,123012651.5,0.3588165952,218597.0,44.181504412,169254.0,8.2372683068,2011,glipizide,Diabetes mellitus
1713,glipizide xl,glipizide,1308423.0,30487204.37,254004.0,120.02647348,80970629.73,0.3725591434,146619.0,36.952283879,107385.0,8.1360392979,2011,glipizide,Diabetes mellitus
1714,glipizide-metformin,glipizide/metformin hcl,126755.0,10279905.3,24801.0,414.49559695,15389904.0,0.667881117,15538.0,64.66428691,9263.0,10.316218288,2011,metformin,Diabetes mellitus
1715,glucagen,"glucagon,human recombinant",71793.0,10364296.46,32952.0,314.52708364,84688.183,122.28392999,4226.0,71.949682915,28726.0,1.7259691569,2011,glucagon recombinant,Hypoglycemia
1716,glucagon emergency kit,"glucagon,human recombinant",91827.0,15690996.24,48503.0,323.50568501,123446.0,127.1081788,15829.0,60.161151052,32674.0,4.0536897839,2011,glucagon recombinant,Hypoglycemia
1717,glucophage,metformin hcl,21868.0,2834359.71,4569.0,620.34574524,2228811.0,1.3301856355,2569.0,250.79209809,2000.0,20.384425,2011,metformin,Diabetes mellitus
1718,glucophage xr,metformin hcl,11698.0,1394104.2,2460.0,566.70902439,1397712.0,1.0138147107,1574.0,240.32750318,886.0,24.098679458,2011,metformin,Diabetes mellitus
1719,glucopro,alcohol antiseptic pads,35.0,77.7,15.0,5.18,3500.0,0.0222,,,,,2011,,
1720,glucopro,"syring w-ndl,disp,insul,0.3 ml",18.0,279.36,,,870.0,0.3211034483,,,,,2011,,
1721,glucopro,"syring w-ndl,disp,insul,0.5 ml",515.0,7989.14,147.0,54.347891156,27800.0,0.2874408066,,,,,2011,,
1722,glucopro,"syringe and needle,insulin,1ml",367.0,6227.96,101.0,61.662970297,21940.0,0.2835364926,101.0,,0.0,,2011,insulin,Diabetes mellitus
1723,glucose,dextrose,20.0,132.14,13.0,10.164615385,850.0,0.1554588235,,,,,2011,,
1724,glucotrol,glipizide,2421.0,202139.56,584.0,346.12938356,223073.0,0.8855426047,350.0,157.82537143,234.0,19.148247863,2011,glipizide,Diabetes mellitus
1725,glucotrol xl,glipizide,15108.0,999434.75,3202.0,312.1282792,1015398.6,0.9819963155,1963.0,172.11643403,1239.0,18.948216303,2011,glipizide,Diabetes mellitus
